Provincia,Año,Trimestre,Acesosx100hab,Acesosx100hog,MbpsMediaBajada,Incremento_habitantes,KPI_Habitantes_Cumplido,Incremento_hogar,KPI_Hogar_Cumplido,Incremento_Velocidad,KPI_Velocidad_Cumplido
Buenos Aires,2021,1,22.998353975762,69.1052407618594,50.7856560850651,0.0,0,0.0,0,0.0,0
Buenos Aires,2021,2,23.352473727873,70.0033033602797,52.7554293700371,1.5397612911089542,1,1.2995578750894854,0,3.8786016304931836,0
Buenos Aires,2021,3,23.9698919039995,71.6821894010193,56.2575509246959,2.6439090921214214,1,2.398295452000343,1,6.6384097266922515,0
Buenos Aires,2021,4,25.3625141144029,75.6641060233847,60.2091238315554,5.809881062379896,1,5.554959545235061,1,7.024075598578627,1
Buenos Aires,2022,1,25.5630301520284,76.0781466115726,62.51,0.0,0,0.0,0,0.0,0
Buenos Aires,2022,2,26.1292712783274,77.58,65.5,2.2150782709696504,1,1.9740930284426028,0,4.78323468245081,0
Buenos Aires,2022,3,26.37,78.11,70.19,0.9212990255578646,0,0.6831657643722622,0,7.160305343511442,1
Buenos Aires,2022,4,26.72,78.94,111.0,1.3272658323852715,1,1.0626040199718245,0,58.14218549650947,1
Buenos Aires,2023,1,26.81,79.0,116.18,0.0,0,0.0,0,0.0,0
Buenos Aires,2023,2,27.1,79.67,138.35,1.0816859380828214,1,0.848101265822776,0,19.082458254432755,1
Buenos Aires,2023,3,27.5,80.64,146.84,1.4760147601476037,1,1.2175222794025276,0,6.136610046982294,0
Buenos Aires,2023,4,27.68,80.96,158.49,0.6545454545454632,0,0.3968253968253954,0,7.933805502587865,1
Buenos Aires,2024,2,27.43,79.84,157.41,0.0,0,0.0,0,0.0,0
Capital Federal,2014,1,42.6550716305864,112.254122789269,4.02408151087022,0.0,0,0.0,0,0.0,0
Capital Federal,2014,2,42.9747769614274,113.14335247541,4.24999122363848,0.749513055820894,0,0.7921577079269548,0,5.61394475131809,0
Capital Federal,2014,3,43.2063995929272,113.800512332415,4.43738094339007,0.538973434830603,0,0.5808205631416374,0,4.40917898157831,0
Capital Federal,2014,4,43.6046206766365,114.896765508016,4.78178771127556,0.9216715288965949,0,0.9633112831678892,0,7.761487514352772,1
Capital Federal,2015,1,43.658724990074,114.896997148903,4.99971168387637,0.0,0,0.0,0,0.0,0
Capital Federal,2015,2,44.0848542837935,116.066270918604,5.31214873823781,0.9760461255255981,0,1.0176713044864671,0,6.249101430568915,0
Capital Federal,2015,3,44.9110922281475,118.28921116432,5.66468043459464,1.874199104833485,1,1.915233623103929,0,6.636329548140152,0
Capital Federal,2015,4,44.8329837809894,118.130363211538,5.92780352297904,-0.17391794161075724,0,-0.13428777757367172,0,4.644976736507256,0
Capital Federal,2016,1,43.7577841271835,115.160058888848,6.0474037028117,0.0,0,0.0,0,0.0,0
Capital Federal,2016,2,45.5937571210413,120.039535048253,6.57621893245929,4.195763177864498,1,4.237125446518442,1,8.744500212574223,1
Capital Federal,2016,3,45.854720267722,120.772877751015,7.38017269920781,0.572365962269572,0,0.6109176468129585,0,12.225167303666208,1
Capital Federal,2016,4,45.7837382772723,120.631331736324,7.95759624275289,-0.15479756508223197,0,-0.11720016722861493,0,7.82398416783745,1
Capital Federal,2017,1,45.687714654171,108.369208365608,8.34814731669542,0.0,0,0.0,0,0.0,0
Capital Federal,2017,2,52.236738675121,124.061393756425,8.84321983078825,14.334321754813617,1,14.480298995888074,1,5.930327955554127,0
Capital Federal,2017,3,51.2444496511116,121.858325909693,10.6357202740733,-1.8995998777427525,0,-1.7757884060672358,0,20.2697713907817,1
Capital Federal,2017,4,51.6167209151056,122.89742418735,15.2022188691604,0.7264616295589832,0,0.852710120461575,0,42.93548981556854,1
Capital Federal,2018,1,44.5629613204179,106.235671745868,17.7455773041801,0.0,0,0.0,0,0.0,0
Capital Federal,2018,2,44.632577746788,106.534941281467,18.9381345892782,0.1562203774330584,0,0.2817034341486391,0,6.7203070638743645,0
Capital Federal,2018,3,45.3770920456075,108.445914110219,21.6433683640614,1.6680961226199331,1,1.7937521772346754,0,14.284584165511017,1
Capital Federal,2018,4,45.2493139403669,108.273149970574,22.9353019922347,-0.2815916566715315,0,-0.15930903534955299,0,5.969189298272748,0
Capital Federal,2019,4,44.1870536086124,106.245467510411,44.2031786700859,0.0,0,0.0,0,0.0,0
Capital Federal,2020,1,44.0240824345247,105.980174141819,58.7056829624225,0.0,0,0.0,0,0.0,0
Capital Federal,2020,2,44.151826868205,106.414805990736,60.4844973584038,0.29016944048814164,0,0.41010675103758665,0,3.030054853667097,0
Capital Federal,2020,3,44.6227428971926,107.675901165732,63.8085202560717,1.0665833384274404,1,1.1850749181516962,0,5.495660942623437,0
Capital Federal,2020,4,44.8339684267828,108.311074890435,67.3251367687937,0.47335846224614286,0,0.5898940411237952,0,5.511202106880653,0
Capital Federal,2021,1,44.8269901646418,108.419939223293,68.290268867969,0.0,0,0.0,0,0.0,0
